comment_id,parent_id,author,comment_text,like_count,published_at
UgzQAeEyQxybs9zWPPB4AaABAg.AOZRl-JeAnjAO_sV1YRN0T,,@Pleiades721,"@flightsimdev  Falcon 9 wasn't intended to carry humans. It was an afterthought to the project after having so many successful resupply missions in a row, bordering into the success percentages of human rated rockets. It's always payload missions first, then pray you can eventually make it to manned. 10 years? No, it took them about 2-3 years to verify human flight readiness. The previous 7-8 years were just flying hardware for contracts. Big difference in saying it took them 10 years - pure falsification.",0,3 hours ago
UgzQAeEyQxybs9zWPPB4AaABAg.AOZRl-JeAnjAOaCmgd2IWG,,@imaginary_friend7300,"@Pleiades721  Are you sure about that? The CCdev contract came up pretty early in the falcon program, in the block 1 days.",0,24 minutes ago
Ugx04rcWN6QcTimt2JB4AaABAg.AOZQRsVd2T_AOZSPbP_81f,,@ale131296,No they’re just not installed yet,1,16 hours ago
Ugx04rcWN6QcTimt2JB4AaABAg.AOZQRsVd2T_AOZzY68NPF0,,@mikegardner107,"Per peeve. “Lose”, not “loose”.😬",1,11 hours ago (edited)
Ugx04rcWN6QcTimt2JB4AaABAg.AOZQRsVd2T_AO_s4rDbgc6,,@seancarroll146,@mikegardner107  typo,1,3 hours ago
UgwHgzV7w7XsyJL1ESR4AaABAg,,@jayrog868,I cannot wait to see an actual HLS vehicle hopefully in 2026,12,17 hours ago (edited)
Ugwxoo4jUeP2uVSnBbl4AaABAg,,@jarl5931,"Amazing content. Following for years quietly, but just need to shout out how much work goes into these videos and how impressive that is. Thank you, NSF team .",22,17 hours ago
Ugy2GuGKhon3Tmjzju54AaABAg,,@wkrpaz5620,I heard they are going to use another moon landing ship. Not spaceX,1,17 hours ago
UgyD0Zo-f3CvZfz4wrJ4AaABAg,,@GudieveNing,Boo eee. Lol. It's a boy! ;),0,17 hours ago
UgyY2TdOKJCPLZ_cqlB4AaABAg,,@RyanTozek-f8q,"Flight 11 now echoes in the archive—Starship V2 bows out, and V3 rises as sovereign architecture.
Jack and Alejandro don’t just report—they ritualize. From Pad 1’s demolition to Pad 2’s ascent, from Raptor 3’s surge to NASA’s HLS , this episode maps the machinery of evolution.
Ship 39, Booster 18, Massey’s tanks, Sanchez sightings—each a stanza in the poem of propulsion. Florida cranes, lunar slides, hovering boosters—ambition.
This isn’t just coverage. It’s mythic telemetry. Starship V3 isn’t a vehicle. It’s a signal.
Thanks to NASASpaceflight for broadcasting the ascent.",1,17 hours ago
UgzmLRq_UoJoNlxKSft4AaABAg,,@dianelijewski8650,Thanks!,2,17 hours ago
UgwdeyBEA8LqsI4ojaB4AaABAg,,@richardandersonmolinabetan1783,There's probably a Chinese submarine waiting under the indian ocean for some starship to sink.😂,0,17 hours ago
Ugzkz_UjW9PJNCOD2Hl4AaABAg,,@jonathanharrop2978,They can use a booster to demolish OLM1. That was super effective on Flight One.,1,17 hours ago (edited)
UgyJKU9Sxokyk6Gjp-V4AaABAg,,@timchance2002,"If Jack wasn't so self centered and arrogant, these would be good video's.. He dissed me once on a live stream, and I'm done with him forever....",0,17 hours ago
UgzgqHbIiCEU6i-YFmh4AaABAg,,@asupreme92,and yet there still is no ship QD installed yet…,1,17 hours ago
Ugz8Z8RSiE5YF9wBP8F4AaABAg,,@Flurdaman,Soooooo Did booster or ship hit a whale?,1,17 hours ago
UgyeHTeU1e2J_NkoWe14AaABAg,,@jonathanharrop2978,Thank you for showing 🚀💥.,1,17 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg,,@jharrison3786,"They don't want to show the explosions anymore, because whenever they bring the upper stage down into the sea, CNN reports it as ""SpaceX Rocket Explodes in Indian Ocean""",90,17 hours ago
UgwMLAopnAbmdqFUg-R4AaABAg,,@dianelijewski8650,❤🤍💙,0,17 hours ago
UgznCeGmcoi0iOjLli94AaABAg,,@Dan77772,How are they getting back using hls?,0,17 hours ago
UgwpLQYMbYkiWe4ZaSt4AaABAg,,@Powerhead1000,"“our good friend, Harry Stranger…” 

Love it! lol",1,17 hours ago
UgxSddJrtzxBzio1eXJ4AaABAg,,@EverettAriaz-s7w,Can starship carry a dragon capsule to the moon,3,17 hours ago
UgyOgXcrrZyQQIvb2L94AaABAg,,@onetrackstu,I regretti watching this video,0,17 hours ago
UgxiHY5BahZniHwHxW94AaABAg,,@RedmondJohnson,Never regretti a broken spaghetti 🍝,2,17 hours ago
UgzyqnHXbusE6wgTjQN4AaABAg,,@ChrisS-k4p,Great work on this update!,2,17 hours ago
UgwHgzV7w7XsyJL1ESR4AaABAg.AOZQRQ6sM45AO_rMhGGMqu,,@simonyapp,for $4.1 billion!,0,3 hours ago
Ugy2GuGKhon3Tmjzju54AaABAg.AOZPwRurTFdAOZmZidBUKe,,@imaginary_friend7300,Heard where?,0,13 hours ago
Ugy2GuGKhon3Tmjzju54AaABAg.AOZPwRurTFdAOZu_D0KoaP,,@_mikolaj_,"It is under consideration. Industy has to send proposals to NASA till october 29th. SpaceX and BO also can submit proposals to accelerate their landers.

So there is a possibility",0,12 hours ago
Ugy2GuGKhon3Tmjzju54AaABAg.AOZPwRurTFdAOZzxtoCBPp,,@mikegardner107,@_mikolaj_ Information source please.,0,11 hours ago
UgyJKU9Sxokyk6Gjp-V4AaABAg.AOZP8vWd7tTAOZmmZ4NWGg,,@imaginary_friend7300,And yet he lives rent free in your head..,2,13 hours ago
UgyJKU9Sxokyk6Gjp-V4AaABAg.AOZP8vWd7tTAO_1vsD1K7k,,@startwinkk,"this is a joke, right?",2,11 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZV-40Rxo1,,@Cosmo_Sim,"Very unfortunate, i want to see big kablooies >:(",15,16 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZXqnrR703,,@lanzer22,This is why we can't have nice things.  Somehow explosion = failure every time.,21,15 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZboUcUWVF,,@WyoSavage1976,Lots of clowns out there seem to think the explosions at the end are failures. If they ever learn to read anything other than the headlines they would know it isn't.,20,15 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZf0NrgB4e,,@random-citizen-x,​ @WyoSavage1976 Literally every other rocket ever has ended with their stages exploding/burning up.,20,14 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZngAnYl2G,,@briangodfrey7424,"Yeah, my wife was under the impression that these were all disasters.  We had a long talk about that just today and she now understands.  But most of the people who are being misled by the ignorant media and online sites do not have a personal explainer to help them learn.  So I'm afraid it's understandable that SpaceX quit showing the explosions.",16,13 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZtuMnaSRE,,@cricri7066,We don't hate the MSM enough!,6,12 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZunaP_Esh,,@_mikolaj_,"I think its more of that flight 7 and 8 failures which did put populated areas and airplanes at risk gave them too much bad press and they now have to show ""professionalism"" by not showing explosions😊",7,12 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAOZvsz0xuQ0,,@Icouldnotdecideonaname-j4n,"​ @random-citizen-x  yes, but they don't film it either",3,12 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAO_2kqah_wB,,@boryu5258,"Explosion? Write it ""Failed""!
Uh we are wrong? But who cares? Just keep writing like that anyway",3,11 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAO_j1xJxII-,,@random-citizen-x,​@Icouldnotdecideonaname-j4nMy point was that explosions don't equal a failure when it comes to rockets. Otherwise every rocket ever was a failure.,1,4 hours ago
Ugy_nlqi0QrPuEoyNiV4AaABAg.AOZO-naCvGoAO_r2xyZar9,,@simonyapp,"@briangodfrey7424 @briangodfrey7424  Same in my world, I had to calmly put people right. Such a shame today's media is about clicks and hits",0,3 hours ago
UgznCeGmcoi0iOjLli94AaABAg.AOZNEZU8o1nAOZP-0KUhbm,,@ale131296,"HLS lifts off the Moon, docks to Orion, astros transfer to Orion, Orion then goes back to Earth.",3,17 hours ago
UgznCeGmcoi0iOjLli94AaABAg.AOZNEZU8o1nAOZvMW1GzyG,,@_mikolaj_,"HLS returns to orbit, docks with orion/gateway, and then is disposed.

Rn both HLS landers are to be single use, and after thinking for some time it does make sense. NASA wants to alternate between lander providers, which means each provider lands every other year, and 2 years in space is a long time for a cryogenic lander. Not to mention Starship HLS doesnt have margins to return to earth orbit and cant be refueled anyway.",0,12 hours ago
UgznCeGmcoi0iOjLli94AaABAg.AOZNEZU8o1nAO_-KQZ6ZNo,,@mikegardner107,"@ale131296 better to leave HLS in place, land Orion or modified Dragon,  and ferry astronauts to low lunar orbit to transfer to a larger ship for the ride home to earth.",0,11 hours ago
UgxSddJrtzxBzio1eXJ4AaABAg.AOZMrGX-paRAOZls6kp8VF,,@DavJumps,Why would you want to?,1,13 hours ago
UgxSddJrtzxBzio1eXJ4AaABAg.AOZMrGX-paRAOZmsrmYoT-,,@imaginary_friend7300,If you're talking strictly in terms of Mass it should when development is complete.,2,13 hours ago
UgxSddJrtzxBzio1eXJ4AaABAg.AOZMrGX-paRAO_-p1QdIGD,,@mikegardner107,@DavJumps Use a modified dragon to ferry astronauts to Low lunar orbit where they board a larger ship for return to earth. HLS remains on the moon.,2,11 hours ago
UgxSddJrtzxBzio1eXJ4AaABAg.AOZMrGX-paRAO_hUk9jXqf,,@EverettAriaz-s7w,"​ @DavJumps instead of landing a massive starship, starship can deploy a dragon capsule to the moon and take it back to earth when the missions complete",1,5 hours ago
Ugy_FRPBtR0Hdp3IwMt4AaABAg,,@liamkrebill,5:00 big regretty,22,17 hours ago (edited)
Ugw388klZXX8atCUvG54AaABAg,,@deanwatts68,"Spagette, regrette",0,17 hours ago
Ugw5Lluw8f3lQSQ88od4AaABAg,,@GeraltofRivia5150,Start calling this dude Gandalf. Just need a big hat.😁,1,17 hours ago
Ugw7EDtsQmFlIXj_Dc14AaABAg,,@RedSkysAreOnFire,"spacex expect some of there landers will go on one way trips, carrying cargo and spacex robots, to convert those landers into living and storage space",1,17 hours ago
UgwVVlQ3OWpm8KHW38J4AaABAg,,@RedSkysAreOnFire,"the venting from the part of the pad that connects to the booster might have been nitrogen, as its used as engine chill, better to use nitrogen on site than nitrogen stored on booster due to limited storage on booster",1,18 hours ago
Ugwv1asPJyWAegjMHzx4AaABAg,,@SomeDumUsrName-b3e,"""...big regretti.""  LMAO  That was great!",5,18 hours ago
UgxSCtOS6Afy6HnpoS14AaABAg,,@lazyplumber1616,"🚀The reason SpaceX doesn't show the booster or ship exploding is because it dives negative press. People think its ""more, badder"", for the environment than dirty deluge water!🚀",0,18 hours ago
UgxjXzaqHKEr3HMUSrV4AaABAg,,@DisasterxUs,"thanks, as always. I never miss an episode since SN days 😊",4,18 hours ago
UgxDqW1ab3xrJntewmJ4AaABAg,,@timwildauer5063,“SpaceX would have big regretty” 😂😂😂,101,18 hours ago
UgxIpUCmF5KRrDwCAu14AaABAg,,@severinfisher,20:05 the moment you're looking for 😂,2,18 hours ago
UgwXvdmdEVyfEDyd6bl4AaABAg,,@RedSkysAreOnFire,average detph of indian ocean is 3.7 miles,1,18 hours ago
UgzhYYwb2xbKioeJn_54AaABAg,,@DawgPro,"OGIVE : like Eve : Ojeeve  ...it doesn't ""jive"" !
L'ogive est la partie avant d'un projectile, comme un obus ou un missile.
XIIIe siècle et proviendrait de l'anglo-normand « ogé », lui-même dérivé du latin « obviata ».",1,18 hours ago (edited)
UgwsqgRs-4R_cLbONil4AaABAg,,@larryyost7411,Signal is in and out,0,18 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg,,@DanaOredson,"It's funny, because if NASA canceled SpaceX's lander contract, it would like set them back a lot, and SpaceX would ramp stuff up to humiliate NASA (obviously).",17,18 hours ago
UgwpIbXB2vQhPlUWUf54AaABAg,,@blakelowrey9620,Isn’t there evidence of widespread collusion between the greens and Russia in multiple countries? Particularly in their anti-nuclear lobbying,2,18 hours ago
UgwnhykYpu4il9F-Ilx4AaABAg,,@PINTUKUMAR-gs1hy,🇮🇳🇮🇳,0,18 hours ago
UgzO9geWCsqCV5D9glV4AaABAg,,@MakersEase,big regretty?  really?,3,18 hours ago
UgwMRvrDiqsiW6hQwv14AaABAg,,@LaserFlightStudios,Comment,0,18 hours ago
Ugz6YaG9vTAi29bClFp4AaABAg,,@JoyceLynn-q3m,Hi😉,0,18 hours ago
Ugyej1iDU_ivw3h8d8R4AaABAg,,@The_BrickYT,metal tube goes brrr,3,18 hours ago
Ugy_FRPBtR0Hdp3IwMt4AaABAg.AOZLnp4c51eAOZVrGBpU-L,,@Tank-rb8nd,Spaghetti regretty,3,16 hours ago
Ugy_FRPBtR0Hdp3IwMt4AaABAg.AOZLnp4c51eAOZVvug-4iv,,@liamkrebill,​ @Tank-rb8nd retty skety,1,16 hours ago
Ugy_FRPBtR0Hdp3IwMt4AaABAg.AOZLnp4c51eAOZW9O-OWED,,@TheIRS-hk7mp,​ @liamkrebill sket ret,1,16 hours ago
Ugw5Lluw8f3lQSQ88od4AaABAg.AOZLR0_RhqiAOZzrDKiOgZ,,@mikegardner107,"No, one of the dwarves.",0,11 hours ago
UgwVVlQ3OWpm8KHW38J4AaABAg.AOZJoRZ3jrAAOZOufs-022,,@ale131296,The engine chill is just the same oxygen and methane that runs through the engine,1,17 hours ago
UgxDqW1ab3xrJntewmJ4AaABAg.AOZJN-gaM_nAOZgLCJPRYe,,@dirkbester9050,The tastiest and largest of the pastas.,3,14 hours ago
UgxDqW1ab3xrJntewmJ4AaABAg.AOZJN-gaM_nAOZlkYwlPRk,,@joefunk1611,They are moving fast like Mario Andretti….,2,13 hours ago
UgxDqW1ab3xrJntewmJ4AaABAg.AOZJN-gaM_nAO_5kwefqWv,,@SneezingEagle,:_Indeed:,0,10 hours ago
UgxDqW1ab3xrJntewmJ4AaABAg.AOZJN-gaM_nAO_QeRGGnu_,,@MagicPantsDJoh,Palms are sweaty,1,7 hours ago
UgwXvdmdEVyfEDyd6bl4AaABAg.AOZJFZNxc0LAO_-uBO_j6e,,@mikegardner107,Crunch. That’s deep enough.,0,11 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAOZJ2mZMZ2j,,@kv-2heavytank52,oh nooo spacex will miss out on the equivalent of... like 2 or 3 months of starlink revenue lmao,10,18 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAOZP3bfqpFm,,@DanaOredson,@kv-2heavytank52  exactly,2,17 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAOZn3piyEZ2,,@imaginary_friend7300,It wouldn't set them back a moment.  They were doing all of this before HLS and they'd still be doing it without HLS.  What does is profit Spacex to antagonize their customer?,0,13 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAOZvlYeGWVa,,@_mikolaj_,Current HLS wont be ready in this decade and is holding back the entire A3 mission. So yes its good NASA is finally adressing elephant in the room and considers alternate options for a simpler less ambitious lander.,0,12 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAO_1svpMRSs,,@boryu5258,​@_mikolaj_  SLS is bothering NASA plan too. We need just more speed on each program,0,11 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAO_EsRUNB_0,,@_mikolaj_,"​ @boryu5258 SLS, Orion, hardware for Artemis 3 and 4 is in production. Same cant be said about neither HLS or Axiom suits. And out of the two HLS has the longest way to go. SLS will be ready for 2027, Orion, that depends on how A2 goes but unless they detect new major issue it will go smoothly.

Can starship perform large scale propellant transfers and 2 moon landings in 24 months?",0,9 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAO_RZRXiZrz,,@Mitsuolevel,​ @_mikolaj_ HLS is just a modified starship. Once starship is ready its pretty much just simulations yo check the differences,0,7 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAO_Wle5vTni,,@_mikolaj_,​ @Mitsuolevel  im sorry but thats just a very stupid take of yours.,0,6 hours ago
Ugwhmkww5YHwgqdPb2N4AaABAg.AOZI287mmjaAO_mEc59838,,@therookiegamer2727,"@Mitsuolevel  I mean, lunar starship does jave that upper thruster ring for landing on the moon, and other pieces of hardware unique to it (though i suppose the elevator could  be tested on earth, after all if it can lift a given payload on earth it probably has a downright excessive amount of redundancy for doing so on the moom)",0,4 hours ago
UgzSs76NEtai9E8RKVB4AaABAg,,@GrayWolfe-34,Hello 👋 Everybody,5,18 hours ago
UgwTwrQY-cOwEj6xKWF4AaABAg,,@NASASpaceflight,Did you get your Flight 11 metal print order in? The end of the year is coming which means removing old prints. https://shop.nasaspaceflight.com/collections/metal-prints-posters,10,19 hours ago
UgxSgFGtYGajrbv1NMp4AaABAg,,@ChickenDogArmy,First! love you NSF! Hey Space Nerds! ❤,6,19 hours ago
